ISSUE_DATE,ISSUE_TIME,FINE_AMOUNT,TICKET_LOCATION_STREET,VIOLATION DESCRIPTION,TIME,DOW
6/30/16,10:41,$100.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT,10,Thu
9/26/16,14:56,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Mon
8/18/16,7:45,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Thu
8/18/16,7:46,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Thu
8/18/16,13:02,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Thu
8/15/16,9:47,$100.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT,9,Mon
8/17/16,14:05,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Wed
9/19/16,9:11,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,9,Mon
9/15/16,13:51,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Thu
9/15/16,10:21,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,10,Thu
9/15/16,13:52,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Thu
9/12/16,13:08,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Mon
9/15/16,10:18,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,10,Thu
9/26/16,4:20,$35.00,LOT 42 - 12TH W OF KIN,NO OVERNIGHT PARKING,4,Mon
9/19/16,9:06,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",9,Mon
9/16/16,15:58,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,15,Fri
9/15/16,12:08,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,12,Thu
9/13/16,13:30,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Tue
9/13/16,10:56,$0.00,LOT 42 - 12TH W OF KIN,OVERLINE/TAKE THE SPACE OF,10,Tue
9/13/16,10:53,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,10,Tue
8/11/16,12:18,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,12,Thu
8/5/16,17:07,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,17,Fri
7/29/16,13:54,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Fri
7/29/16,14:19,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Fri
9/2/16,7:49,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Fri
9/8/16,13:24,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Thu
7/18/16,8:11,$0.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT,8,Mon
7/18/16,8:21,$0.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",8,Mon
7/12/16,11:14,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,11,Tue
8/30/16,10:13,$35.00,LOT 42 - 12TH W OF KIN,OVERLINE/TAKE THE SPACE OF,10,Tue
10/24/16,4:02,$35.00,LOT 42 - 12TH W OF KIN,NO OVERNIGHT PARKING,4,Mon
8/23/16,12:43,$0.00,LOT 42 - 12TH W OF KIN,OVERLINE/TAKE THE SPACE OF,12,Tue
8/22/16,9:55,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,9,Mon
8/22/16,12:52,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,12,Mon
8/18/16,9:00,$0.00,LOT 42 - 12TH W OF KIN,BOOT WARNING,9,Thu
8/17/16,14:11,$0.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT,14,Wed
8/16/16,13:48,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Tue
8/18/16,8:59,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,8,Thu
8/11/16,14:10,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Thu
8/15/16,12:37,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,12,Mon
8/16/16,13:44,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Tue
8/8/16,9:09,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,9,Mon
8/5/16,17:09,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,17,Fri
8/26/16,12:51,$0.00,LOT 42 - 12TH W OF KIN,OVERLINE/TAKE THE SPACE OF,12,Fri
8/31/16,8:22,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,8,Wed
8/29/16,7:38,$0.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",7,Mon
8/26/16,7:37,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Fri
8/23/16,12:40,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,12,Tue
8/22/16,11:16,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,11,Mon
7/14/16,14:19,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",14,Thu
7/12/16,11:14,$35.00,LOT 42 - 12TH W OF KIN,OVERLINE/TAKE THE SPACE OF,11,Tue
7/29/16,14:13,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Fri
7/26/16,9:11,$0.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",9,Tue
11/2/15,7:42,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Mon
7/11/16,8:12,$0.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",8,Mon
7/21/16,15:27,$35.00,LOT 42 - 12TH W OF KIN,AREA NOT DESIGNATED,15,Thu
7/5/16,10:53,$0.00,LOT 42 - 12TH W OF KIN,BOOT WARNING,10,Tue
7/1/16,14:51,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Fri
7/1/16,14:53,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Fri
7/1/16,14:55,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Fri
7/1/16,11:44,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,11,Fri
7/1/16,7:32,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Fri
6/28/16,15:35,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,15,Tue
6/28/16,15:36,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,15,Tue
6/28/16,11:14,$0.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT,11,Tue
6/28/16,11:21,$0.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT,11,Tue
7/29/16,14:20,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Fri
7/29/16,13:57,$0.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",13,Fri
6/22/16,10:13,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",10,Wed
6/21/16,9:53,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,9,Tue
6/21/16,9:55,$0.00,LOT 42 - 12TH W OF KIN,AREA NOT DESIGNATED,9,Tue
6/20/16,8:33,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",8,Mon
7/5/16,10:50,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,10,Tue
7/1/16,14:51,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Fri
7/1/16,11:42,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,11,Fri
7/1/16,11:43,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,11,Fri
7/1/16,11:41,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,11,Fri
7/1/16,14:53,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Fri
7/1/16,11:41,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,11,Fri
7/1/16,7:34,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Fri
6/29/16,14:12,$35.00,LOT 42 - 12TH W OF KIN,AREA NOT DESIGNATED,14,Wed
6/30/16,7:34,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Thu
6/28/16,11:23,$0.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",11,Tue
6/27/16,11:02,$35.00,LOT 42 - 12TH W OF KIN,NO PERMIT FOR AREA,11,Mon
6/27/16,11:04,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,11,Mon
6/28/16,7:58,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",7,Tue
6/24/16,10:38,$0.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT,10,Fri
6/22/16,10:09,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,10,Wed
6/22/16,8:41,$100.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT,8,Wed
6/28/16,11:25,$0.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",11,Tue
6/1/16,13:11,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Wed
6/1/16,13:12,$35.00,LOT 42 - 12TH W OF KIN,NO PARKING ZONE,13,Wed
9/25/15,11:47,$75.00,LOT 42 - 12TH W OF KIN,RESERVED SPACE,11,Fri
9/25/15,11:47,$0.00,LOT 42 - 12TH W OF KIN,TOWING FEE,11,Fri
6/24/16,10:34,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,10,Fri
6/17/16,7:36,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Fri
6/17/16,7:38,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Fri
9/25/15,11:49,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,11,Fri
9/25/15,11:51,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,11,Fri
6/10/16,11:09,$0.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",11,Fri
3/18/16,7:57,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Fri
9/28/15,7:56,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Mon
7/8/16,8:26,$0.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT,8,Fri
7/7/16,16:07,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,16,Thu
7/5/16,14:45,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Tue
7/5/16,10:57,$0.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT,10,Tue
7/5/16,7:46,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",7,Tue
12/11/15,14:44,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Fri
12/9/15,8:28,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",8,Wed
6/14/16,7:56,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Tue
6/14/16,9:10,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,9,Tue
6/9/16,14:00,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Thu
6/9/16,14:04,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",14,Thu
6/9/16,14:05,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Thu
6/2/16,14:03,$0.00,LOT 42 - 12TH W OF KIN,OVERLINE/TAKE THE SPACE OF,14,Thu
5/12/16,12:59,$0.00,LOT 42 - 12TH W OF KIN,BOOT WARNING,12,Thu
4/12/16,11:35,$35.00,LOT 42 - 12TH W OF KIN,YELLOW ZONE,11,Tue
7/5/16,14:47,$0.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT,14,Tue
7/5/16,10:52,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,10,Tue
7/5/16,10:55,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,10,Tue
7/5/16,10:56,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,10,Tue
3/18/16,7:55,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Fri
12/11/15,14:42,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Fri
10/9/15,7:52,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Fri
3/18/16,7:54,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Fri
6/3/16,10:08,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,10,Fri
6/1/16,10:09,$35.00,LOT 42 - 12TH W OF KIN,NO PERMIT FOR AREA,10,Wed
6/1/16,10:12,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,10,Wed
6/3/16,10:06,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,10,Fri
1/27/16,8:22,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",8,Wed
8/3/16,11:17,$0.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",11,Wed
11/30/15,7:58,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",7,Mon
5/20/16,7:56,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Fri
3/14/16,7:38,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Mon
5/31/16,13:27,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Tue
10/5/15,7:45,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Mon
9/29/15,10:56,$75.00,LOT 42 - 12TH W OF KIN,RESERVED SPACE,10,Tue
9/29/15,10:58,$0.00,LOT 42 - 12TH W OF KIN,TOWING FEE,10,Tue
3/14/16,7:54,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Mon
6/6/16,15:15,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,15,Mon
5/17/16,9:07,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,9,Tue
4/28/16,7:49,$0.00,LOT 42 - 12TH W OF KIN,OVERLINE/TAKE THE SPACE OF,7,Thu
4/28/16,7:47,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Thu
4/28/16,7:44,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",7,Thu
11/10/15,12:20,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,12,Tue
10/5/15,7:41,$0.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",7,Mon
9/29/15,10:54,$35.00,LOT 42 - 12TH W OF KIN,NO PARKING ZONE,10,Tue
4/27/16,7:30,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Wed
5/26/16,10:52,$35.00,LOT 42 - 12TH W OF KIN,NO PERMIT FOR AREA,10,Thu
1/27/16,14:17,$0.00,LOT 42 - 12TH W OF KIN,IMPROPER PARKING,14,Wed
1/29/16,8:05,$35.00,LOT 42 - 12TH W OF KIN,NO PERMIT FOR AREA,8,Fri
11/5/15,7:35,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Thu
11/5/15,7:41,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Thu
10/1/15,9:01,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,9,Thu
1/27/16,14:16,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Wed
1/27/16,14:18,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Wed
1/27/16,14:19,$0.00,LOT 42 - 12TH W OF KIN,IMPROPER PARKING,14,Wed
4/4/16,16:40,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,16,Mon
12/9/15,14:10,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Wed
12/9/15,14:14,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Wed
1/19/16,8:18,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",8,Tue
3/18/16,10:01,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,10,Fri
10/1/15,8:19,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,8,Thu
1/19/16,8:20,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,8,Tue
4/4/16,16:39,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,16,Mon
3/29/16,12:55,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,12,Tue
1/11/16,4:07,$35.00,LOT 42 - 12TH W OF KIN,NO PARKING ZONE,4,Mon
9/15/16,13:14,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Thu
9/26/16,4:21,$35.00,LOT 42 - 12TH W OF KIN,NO OVERNIGHT PARKING,4,Mon
3/29/16,12:56,$35.00,LOT 42 - 12TH W OF KIN,NO PERMIT FOR AREA,12,Tue
5/23/16,10:27,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,10,Mon
5/3/16,10:23,$35.00,LOT 42 - 12TH W OF KIN,YELLOW ZONE,10,Tue
4/29/16,14:13,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Fri
4/29/16,14:15,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Fri
4/26/16,16:59,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,16,Tue
10/7/15,8:36,$0.00,LOT 42 - 12TH W OF KIN,TOWING FEE,8,Wed
10/7/15,8:38,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,8,Wed
4/7/16,9:04,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,9,Thu
2/17/16,8:25,$0.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",8,Wed
4/28/16,8:15,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,8,Thu
10/1/15,15:08,$0.00,LOT 42 - 12TH W OF KIN,TOWING FEE,15,Thu
10/9/15,7:49,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,7,Fri
12/23/15,7:59,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Wed
12/3/15,9:02,$0.00,LOT 42 - 12TH W OF KIN,OVERLINE/TAKE THE SPACE OF,9,Thu
11/23/15,13:04,$35.00,LOT 42 - 12TH W OF KIN,NO PARKING ZONE,13,Mon
2/26/16,14:02,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Fri
9/15/16,13:00,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Thu
9/15/16,13:02,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Thu
10/6/15,9:03,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,9,Tue
5/24/16,10:51,$35.00,LOT 42 - 12TH W OF KIN,NO PERMIT FOR AREA,10,Tue
4/26/16,16:56,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,16,Tue
4/26/16,16:57,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,16,Tue
4/5/16,11:15,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,11,Tue
10/7/15,8:35,$75.00,LOT 42 - 12TH W OF KIN,RESERVED SPACE,8,Wed
3/29/16,15:51,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,15,Tue
1/19/16,8:28,$0.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",8,Tue
2/26/16,14:04,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Fri
1/22/16,7:32,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Fri
1/19/16,8:31,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",8,Tue
12/3/15,8:49,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,8,Thu
12/3/15,9:00,$0.00,LOT 42 - 12TH W OF KIN,OVERLINE/TAKE THE SPACE OF,9,Thu
12/3/15,8:59,$0.00,LOT 42 - 12TH W OF KIN,OVERLINE/TAKE THE SPACE OF,8,Thu
10/1/15,15:07,$75.00,LOT 42 - 12TH W OF KIN,RESERVED SPACE,15,Thu
10/15/15,9:57,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,9,Thu
4/20/16,11:53,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,11,Wed
10/8/15,14:28,$0.00,LOT 42 - 12TH W OF KIN,TOWING FEE,14,Thu
10/8/15,14:30,$0.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT,14,Thu
10/8/15,14:33,$35.00,LOT 42 - 12TH W OF KIN,NO PERMIT FOR AREA,14,Thu
10/8/15,14:26,$75.00,LOT 42 - 12TH W OF KIN,RESERVED SPACE,14,Thu
10/14/15,14:18,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,14,Wed
4/22/16,9:28,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,9,Fri
4/22/16,9:29,$35.00,LOT 42 - 12TH W OF KIN,OVERLINE/TAKE THE SPACE OF,9,Fri
4/22/16,9:26,$0.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT,9,Fri
3/14/16,10:22,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,10,Mon
3/11/16,8:00,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,8,Fri
3/11/16,8:01,$0.00,LOT 42 - 12TH W OF KIN,OVERLINE/TAKE THE SPACE OF,8,Fri
10/12/15,7:26,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Mon
10/15/15,13:14,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,13,Thu
12/23/15,8:46,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,8,Wed
10/12/15,7:27,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Mon
2/19/16,4:04,$35.00,LOT 42 - 12TH W OF KIN,NO PARKING ZONE,4,Fri
2/26/16,14:04,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Fri
4/14/16,9:08,$0.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",9,Thu
10/12/15,11:13,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,11,Mon
10/14/15,4:17,$35.00,LOT 42 - 12TH W OF KIN,NO OVERNIGHT PARKING,4,Wed
3/17/16,12:57,$0.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",12,Thu
10/16/15,10:41,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,10,Fri
10/9/15,11:19,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,11,Fri
11/6/15,4:27,$35.00,LOT 42 - 12TH W OF KIN,NO OVERNIGHT PARKING,4,Fri
11/12/15,8:16,$0.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",8,Thu
11/12/15,8:20,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,8,Thu
10/19/15,7:58,$35.00,LOT 42 - 12TH W OF KIN,OVERLINE/TAKE THE SPACE OF,7,Mon
10/19/15,7:59,$35.00,LOT 42 - 12TH W OF KIN,OVERLINE/TAKE THE SPACE OF,7,Mon
11/4/15,14:38,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Wed
11/12/15,8:21,$0.00,LOT 42 - 12TH W OF KIN,BOOT WARNING,8,Thu
10/22/15,11:17,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,11,Thu
11/4/15,10:48,$35.00,LOT 42 - 12TH W OF KIN,NO PARKING ZONE,10,Wed
2/4/16,14:41,$35.00,LOT 42 - 12TH W OF KIN,NO PERMIT FOR AREA,14,Thu
10/26/15,10:47,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,10,Mon
11/6/15,4:28,$35.00,LOT 42 - 12TH W OF KIN,NO OVERNIGHT PARKING,4,Fri
4/6/16,13:00,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,13,Wed
1/28/16,8:40,$35.00,LOT 42 - 12TH W OF KIN,OVERLINE/TAKE THE SPACE OF,8,Thu
3/17/16,12:55,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,12,Thu
11/5/15,7:40,$0.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT,7,Thu
1/5/16,7:37,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",7,Tue
11/23/15,14:31,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Mon
3/18/16,10:59,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,10,Fri
11/23/15,14:33,$0.00,LOT 42 - 12TH W OF KIN,OVERLINE/TAKE THE SPACE OF,14,Mon
10/21/15,9:20,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,9,Wed
11/12/15,10:34,$35.00,LOT 42 - 12TH W OF KIN,NO PARKING ZONE,10,Thu
11/4/15,14:38,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",14,Wed
2/4/16,14:40,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Thu
11/12/15,8:23,$10.00,LOT 42 - 12TH W OF KIN,"PERMIT ISSUED, NOT DISPLAYED",8,Thu
10/19/15,8:00,$0.00,LOT 42 - 12TH W OF KIN,OVERLINE/TAKE THE SPACE OF,8,Mon
10/16/15,9:43,$100.00,LOT 42 - 12TH W OF KIN,MISUSE OF PERMIT,9,Fri
10/16/15,9:45,$50.00,LOT 42 - 12TH W OF KIN,BOOT FEE,9,Fri
10/15/15,13:21,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,13,Thu
11/16/15,8:01,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,8,Mon
11/24/15,13:03,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,13,Tue
11/12/15,11:28,$35.00,LOT 42 - 12TH W OF KIN,NO PARKING ZONE,11,Thu
12/7/15,14:38,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,14,Mon
1/14/16,8:06,$150.00,LOT 42 - 12TH W OF KIN,RESERVE & TOW,8,Thu
11/28/16,4:00,$35.00,LOT 42 - 12TH W OF KIN,NO OVERNIGHT PARKING,4,Mon
12/10/15,7:33,$40.00,LOT 42 - 12TH W OF KIN,NO UO PERMIT,7,Thu
1/5/15,8:13,$30.00,LOT 42 - 12TH W OF KIN,NO PERMIT DISPLAYED,8,Mon
1/5/15,11:08,$30.00,LOT 42 - 12TH W OF KIN,NO PERMIT DISPLAYED,11,Mon
1/5/15,16:22,$30.00,LOT 42 - 12TH W OF KIN,NO PERMIT DISPLAYED,16,Mon
1/7/15,8:18,$45.00,LOT 42 - 12TH W OF KIN,RESERVED SPACE,8,Wed
1/7/15,8:19,$50.00,LOT 42 - 12TH W OF KIN,TOWING FEE,8,Wed
