ISSUE_DATE,ISSUE_TIME,FINE_AMOUNT,TICKET_LOCATION_STREET,VIOLATION DESCRIPTION,TIME,DOW
6/8/16,14:43,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,14,Wed
10/17/16,15:00,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,15,Mon
10/14/16,10:42,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,10,Fri
8/17/16,13:01,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Wed
8/31/16,12:29,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,12,Wed
8/5/16,14:08,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Fri
8/4/16,7:47,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Thu
8/4/16,7:50,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Thu
8/1/16,14:35,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Mon
8/2/16,8:51,$0.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",8,Tue
7/19/16,10:13,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,10,Tue
7/20/16,13:27,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Wed
7/20/16,13:29,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Wed
7/25/16,10:06,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,10,Mon
9/9/15,8:56,$10.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",8,Wed
7/8/16,16:09,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,16,Fri
7/8/16,16:13,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,16,Fri
7/6/16,12:40,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,12,Wed
7/8/16,16:11,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,16,Fri
6/30/16,13:20,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Thu
6/30/16,13:22,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Thu
7/1/16,11:54,$0.00,LOT 16A - FAC/STAFF LOT,MISUSE OF PERMIT,11,Fri
9/11/15,7:23,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,7,Fri
9/10/15,7:17,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Thu
9/10/15,7:22,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,7,Thu
7/13/16,8:11,$35.00,LOT 16A - FAC/STAFF LOT,OVERLINE/TAKE THE SPACE OF,8,Wed
6/27/16,7:40,$10.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",7,Mon
6/27/16,7:44,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,7,Mon
7/6/16,14:01,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Wed
6/28/16,11:03,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,11,Tue
6/14/16,12:41,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,12,Tue
6/14/16,12:42,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,12,Tue
9/10/15,7:15,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Thu
9/10/15,7:19,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,7,Thu
10/4/16,10:33,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,10,Tue
9/21/15,10:02,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,10,Mon
9/21/15,9:53,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,9,Mon
10/3/16,4:13,$35.00,LOT 16A - FAC/STAFF LOT,NO OVERNIGHT PARKING,4,Mon
10/6/16,10:44,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,10,Thu
10/12/16,8:27,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Wed
9/22/15,7:29,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Tue
10/30/15,7:12,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Fri
10/30/15,7:18,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Fri
9/21/15,14:14,$75.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE,14,Mon
10/11/16,7:33,$10.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",7,Tue
10/12/16,8:25,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,8,Wed
10/10/16,4:47,$35.00,LOT 16A - FAC/STAFF LOT,NO OVERNIGHT PARKING,4,Mon
10/10/16,4:49,$35.00,LOT 16A - FAC/STAFF LOT,NO OVERNIGHT PARKING,4,Mon
10/10/16,11:08,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,11,Mon
10/7/16,10:54,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,10,Fri
10/7/16,10:56,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,10,Fri
10/7/16,11:45,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,11,Fri
10/6/16,4:15,$35.00,LOT 16A - FAC/STAFF LOT,NO OVERNIGHT PARKING,4,Thu
10/5/16,11:58,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,11,Wed
10/3/16,4:12,$35.00,LOT 16A - FAC/STAFF LOT,NO OVERNIGHT PARKING,4,Mon
10/4/16,10:29,$0.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",10,Tue
9/27/16,10:25,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,10,Tue
9/23/16,14:56,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Fri
9/15/16,7:45,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Thu
8/25/16,10:08,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,10,Thu
9/9/16,14:08,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Fri
9/21/15,10:04,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,10,Mon
9/21/15,10:07,$0.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",10,Mon
9/9/16,14:12,$10.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",14,Fri
9/9/16,14:13,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Fri
9/16/16,13:16,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,13,Fri
9/9/16,11:00,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,11,Fri
9/15/16,8:38,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,8,Thu
9/12/16,10:38,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,10,Mon
6/30/16,13:23,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Thu
9/21/15,9:59,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,9,Mon
5/12/16,12:50,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,12,Thu
5/23/16,14:07,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Mon
6/8/16,14:40,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Wed
9/15/15,14:25,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Tue
9/14/15,10:55,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,10,Mon
6/2/16,7:51,$0.00,LOT 16A - FAC/STAFF LOT,DISABLED SPACE PSTD,7,Thu
5/26/16,12:49,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,12,Thu
5/26/16,12:53,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,12,Thu
5/23/16,15:34,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,15,Mon
9/14/15,7:36,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Mon
9/14/15,7:39,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Mon
9/16/15,7:26,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Wed
5/25/16,12:08,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,12,Wed
1/8/16,7:30,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Fri
1/8/16,7:31,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Fri
12/29/15,14:54,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Tue
12/29/15,14:55,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Tue
12/29/15,14:56,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Tue
9/18/15,13:24,$75.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE,13,Fri
2/1/16,15:58,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,15,Mon
1/19/16,4:10,$35.00,LOT 16A - FAC/STAFF LOT,NO PARKING ZONE,4,Tue
9/21/15,7:38,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Mon
12/9/15,8:13,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Wed
12/9/15,8:15,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Wed
12/9/15,8:17,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Wed
12/9/15,8:18,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Wed
9/21/15,7:44,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Mon
9/21/15,8:31,$75.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE,8,Mon
1/8/16,10:20,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,10,Fri
1/19/16,4:11,$35.00,LOT 16A - FAC/STAFF LOT,NO PARKING ZONE,4,Tue
2/26/16,7:43,$0.00,LOT 16A - FAC/STAFF LOT,BIKE IMPOUND FEE,7,Fri
9/22/15,8:59,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Tue
9/22/15,8:59,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Tue
4/26/16,13:42,$75.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE,13,Tue
6/14/16,12:45,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,12,Tue
6/30/16,13:25,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,13,Thu
7/1/16,11:55,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,11,Fri
9/21/15,10:01,$75.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE,10,Mon
9/21/15,9:56,$75.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE,9,Mon
9/21/15,9:56,$75.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE,9,Mon
7/11/16,11:05,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,11,Mon
8/1/16,10:38,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,10,Mon
8/23/16,11:02,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,11,Tue
8/31/16,12:30,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,12,Wed
9/8/16,13:10,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Thu
9/16/16,13:18,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Fri
9/30/16,4:03,$35.00,LOT 16A - FAC/STAFF LOT,NO OVERNIGHT PARKING,4,Fri
10/11/16,14:10,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,14,Tue
9/22/15,7:30,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Tue
10/11/16,14:13,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,14,Tue
9/23/15,10:49,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,10,Wed
10/4/16,17:32,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,17,Tue
10/6/16,4:14,$35.00,LOT 16A - FAC/STAFF LOT,NO OVERNIGHT PARKING,4,Thu
9/23/15,8:27,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Wed
10/3/16,10:59,$10.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",10,Mon
10/3/16,14:13,$0.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",14,Mon
10/30/15,7:15,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Fri
10/3/16,14:18,$0.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",14,Mon
10/3/16,10:48,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,10,Mon
10/3/16,4:14,$35.00,LOT 16A - FAC/STAFF LOT,NO OVERNIGHT PARKING,4,Mon
10/3/16,4:15,$35.00,LOT 16A - FAC/STAFF LOT,NO OVERNIGHT PARKING,4,Mon
10/3/16,14:17,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,14,Mon
10/3/16,10:50,$10.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",10,Mon
10/3/16,10:53,$10.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",10,Mon
10/3/16,10:55,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,10,Mon
9/18/15,8:45,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Fri
9/17/15,14:19,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Thu
9/17/15,14:20,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Thu
5/26/16,12:54,$0.00,LOT 16A - FAC/STAFF LOT,MISUSE OF PERMIT,12,Thu
9/18/15,13:15,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Fri
9/17/15,14:23,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Thu
3/25/16,11:25,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,11,Fri
9/18/15,8:44,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Fri
9/23/15,7:29,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Wed
3/3/16,7:43,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Thu
3/28/16,15:50,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,15,Mon
3/28/16,15:52,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,15,Mon
2/25/16,16:04,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,16,Thu
2/25/16,16:08,$0.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,16,Thu
2/25/16,16:06,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,16,Thu
10/10/16,4:43,$35.00,LOT 16A - FAC/STAFF LOT,NO OVERNIGHT PARKING,4,Mon
10/10/16,4:44,$35.00,LOT 16A - FAC/STAFF LOT,NO OVERNIGHT PARKING,4,Mon
10/5/16,11:53,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,11,Wed
10/4/16,13:49,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,13,Tue
4/8/16,8:33,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Fri
4/8/16,8:39,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Fri
9/18/15,14:48,$10.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",14,Fri
9/17/15,10:01,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,10,Thu
3/25/16,10:39,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,10,Fri
3/25/16,10:40,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,10,Fri
3/29/16,8:13,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Tue
3/28/16,15:53,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,15,Mon
2/1/16,16:02,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,16,Mon
10/4/16,10:23,$10.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",10,Tue
10/6/16,4:12,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,4,Thu
10/4/16,10:21,$0.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",10,Tue
10/3/16,16:46,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,16,Mon
10/6/16,10:49,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,10,Thu
10/6/16,10:53,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,10,Thu
10/3/16,11:02,$10.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",11,Mon
10/3/16,11:05,$0.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",11,Mon
10/3/16,14:22,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,14,Mon
10/3/16,14:24,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,14,Mon
10/3/16,16:49,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,16,Mon
10/30/15,8:27,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Fri
10/30/15,8:31,$10.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",8,Fri
10/3/16,10:47,$0.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",10,Mon
10/3/16,10:45,$10.00,LOT 16A - FAC/STAFF LOT,"PERMIT ISSUED, NOT DISPLAYED",10,Mon
10/3/16,4:21,$35.00,LOT 16A - FAC/STAFF LOT,NO OVERNIGHT PARKING,4,Mon
10/3/16,4:20,$35.00,LOT 16A - FAC/STAFF LOT,NO OVERNIGHT PARKING,4,Mon
10/3/16,4:17,$35.00,LOT 16A - FAC/STAFF LOT,NO OVERNIGHT PARKING,4,Mon
10/3/16,4:18,$35.00,LOT 16A - FAC/STAFF LOT,NO OVERNIGHT PARKING,4,Mon
9/30/16,7:54,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Fri
9/29/16,8:03,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,8,Thu
9/27/16,9:30,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,9,Tue
9/27/16,9:34,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,9,Tue
9/27/16,9:27,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,9,Tue
9/23/15,14:34,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Wed
9/18/15,13:17,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,13,Fri
9/28/16,8:37,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,8,Wed
9/27/16,15:51,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,15,Tue
9/27/16,11:06,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,11,Tue
9/26/16,12:55,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,12,Mon
9/26/16,15:03,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,15,Mon
9/24/15,9:56,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,9,Thu
9/26/16,15:01,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,15,Mon
9/26/16,4:25,$35.00,LOT 16A - FAC/STAFF LOT,NO OVERNIGHT PARKING,4,Mon
9/27/16,9:25,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,9,Tue
9/26/16,10:31,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,10,Mon
10/30/15,10:58,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,10,Fri
9/23/16,13:58,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Fri
9/23/16,14:00,$50.00,LOT 16A - FAC/STAFF LOT,BOOT FEE,14,Fri
9/22/16,7:40,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Thu
9/23/16,7:33,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Fri
9/22/16,13:46,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Thu
9/22/16,7:42,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Thu
9/19/16,14:51,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Mon
9/20/16,11:14,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,11,Tue
8/25/16,7:39,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Thu
8/19/16,15:59,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,15,Fri
8/19/16,16:00,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,16,Fri
8/18/16,7:51,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,7,Thu
8/18/16,9:04,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,9,Thu
8/18/16,9:05,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,9,Thu
9/25/15,12:22,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,12,Fri
9/25/15,12:23,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,12,Fri
9/24/15,9:58,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,9,Thu
1/8/16,7:28,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Fri
9/20/16,7:43,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Tue
9/19/16,7:50,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Mon
9/23/16,9:04,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,9,Fri
9/23/16,9:06,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,9,Fri
9/23/16,9:09,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,9,Fri
8/17/16,13:58,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Wed
8/17/16,13:59,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Wed
9/19/16,7:54,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Mon
9/15/16,13:05,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Thu
9/16/16,9:09,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,9,Fri
9/20/16,7:46,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Tue
9/19/16,9:18,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,9,Mon
9/13/16,13:21,$75.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE,13,Tue
9/14/16,10:57,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,10,Wed
9/12/16,13:12,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Mon
9/12/16,13:13,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Mon
9/15/16,14:42,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Thu
9/13/16,15:13,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,15,Tue
9/8/16,13:11,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Thu
9/7/16,14:25,$75.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE,14,Wed
9/28/15,15:07,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,15,Mon
9/22/16,11:39,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,11,Thu
9/22/16,11:41,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,11,Thu
9/23/16,13:55,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Fri
9/23/16,9:03,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,9,Fri
9/22/16,13:56,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,13,Thu
8/14/16,6:17,$35.00,LOT 16A - FAC/STAFF LOT,NO PARKING ZONE,6,Sun
8/14/16,6:21,$35.00,LOT 16A - FAC/STAFF LOT,NO PARKING ZONE,6,Sun
9/20/16,9:05,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,9,Tue
9/20/16,13:17,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,13,Tue
9/22/16,7:48,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Thu
9/22/16,7:49,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,7,Thu
9/19/16,7:55,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Mon
9/19/16,10:08,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,10,Mon
9/16/16,15:52,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,15,Fri
9/15/16,13:08,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Thu
9/15/16,13:41,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Thu
9/16/16,8:07,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,8,Fri
9/14/16,13:13,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Wed
9/20/16,11:12,$150.00,LOT 16A - FAC/STAFF LOT,RESERVE & TOW,11,Tue
9/15/16,14:42,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Thu
9/13/16,7:47,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,7,Tue
9/13/16,10:47,$35.00,LOT 16A - FAC/STAFF LOT,NO PERMIT FOR AREA,10,Tue
9/14/16,10:58,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,10,Wed
9/15/16,10:12,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,10,Thu
9/15/16,11:56,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,11,Thu
9/9/16,9:15,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,9,Fri
9/7/16,13:06,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,13,Wed
8/11/16,14:17,$40.00,LOT 16A - FAC/STAFF LOT,NO UO PERMIT,14,Thu
